sample_id,scientificName,species,catalogNumber,verbatimLatitude,verbatimLongitude,Day,Month,year,ITD,Head_width,Eye_top,Eye_bottom,Rear_Ocelli_size,Front_Ocelli_Size,Ocelli_distance,Head_Length,Eye_Length,Eye_width,L_Wing_length,R_Wing_length,significance_corrected,Area,Body_Shape_checked,Bio1,Bio4,Bio7,Bio12,Bio14,Bio15,Bio16,Bio19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
1,Amegilla (Zonamegilla) asserta,asserta,HYM35400,-33.5,151.17,3,12,1946,3.351,4.41,2.403,2.175,0.278,0.309,0.562,0.715,2.634,1.551,3.42,3.392,Non-significant,922904.61,0.395245084,169.5416667,42.85462749,207,961,5,96.27169015,529,151,-0.353352528,0.560766825,-0.374378578,-0.170814573,1.06242178,0.617180334,-0.21287558,-0.263694099,-0.068951168,-0.049921812,-0.002307782
2,Amegilla (Zonamegilla) asserta,asserta,HYM35428,-33.5,151.17,15,12,1956,3.279,4.533,2.418,2.141,0.243,0.28,0.593,0.681,2.68,1.539,3.474,3.511,Non-significant,922904.61,0.384788629,160.0833333,39.90239828,180,1637,10,87.68596493,912,316,-0.184888111,0.26553546,-0.006017567,-0.262725322,0.643800195,0.208263059,0.229750243,-0.207868092,-0.009230587,0.011863231,0.104276796
3,Amegilla (Zonamegilla) asserta,asserta,HYM35440,-33.5,151.17,1,1,1956,3.26,4.421,2.354,2.18,0.236,0.258,0.565,0.545,2.574,1.435,3.427,3.469,Non-significant,922904.61,0.317565942,160.0833333,39.90239828,180,1637,10,87.68596493,912,316,0.206810017,-0.72069437,0.058508459,-0.625840036,0.32586422,0.32221485,0.066412705,-0.135613384,-0.065496175,0.046243241,0.079932072
4,Amegilla (Zonamegilla) asserta,asserta,HYM35443,-33.5,151.17,19,12,1955,3.222,4.431,2.371,2.186,0.233,0.26,0.579,0.604,2.584,1.446,3.423,3.462,Non-significant,922904.61,0.334067816,165.0833333,37.82571509,176,1603,28,62.47119552,697,153,0.161418066,-0.274471687,0.065436746,-0.50715432,0.338921242,0.232758941,0.177126088,-0.163480468,-0.054684757,0.031806235,0.081261068
5,Amegilla (Zonamegilla) asserta,asserta,HYM35459,-33.5,151.17,4,1,1949,3.342,4.441,2.387,2.192,0.229,0.262,0.592,0.662,2.594,1.456,3.581,3.572,Non-significant,922904.61,0.354785176,160.9166667,37.75570229,173,1696,60,60.97274138,612,526,0.037713493,0.123628263,0.152211507,-0.269573226,0.284980619,0.091683033,0.234576845,-0.215231109,-0.056845993,-0.008642625,0.069135446
6,Amegilla (Zonamegilla) asserta,asserta,HYM35462,-33.5,151.17,18,2,1949,3.484,4.818,2.491,2.219,0.226,0.281,0.582,0.609,2.829,1.65,3.693,3.685,Non-significant,922904.61,0.408412618,160.9166667,37.75570229,173,1696,60,60.97274138,612,526,-0.485305136,-0.406129922,0.159021194,-0.241232215,0.446621899,0.163816487,0.600992981,-0.24507117,-0.0221899,-0.005371831,0.171239446
7,Amegilla (Zonamegilla) asserta,asserta,HYM35465,-33.5,151.17,3,3,1954,3.483,4.586,2.404,2.182,0.26,0.277,0.565,0.649,2.739,1.582,3.54,3.537,Non-significant,922904.61,0.39359907,165.25,37.03911221,156,1221,27,83.9601752,570,180,-0.353205311,0.016681798,0.041734946,-0.302462364,0.801706841,0.521828968,0.033570631,-0.180353495,-0.072584778,-0.007808937,0.090284128
8,Amegilla (Zonamegilla) asserta,asserta,HYM35520,-33.5,151.17,31,12,1948,2.893,4.291,2.305,2.089,0.225,0.248,0.571,0.624,2.565,1.453,3.31,3.277,Non-significant,922904.61,0.315086138,160.5833333,37.01398009,191,1134,16,67.10495257,450,247,0.482928725,-0.125194,0.141248565,-0.501685565,0.433517297,0.191194334,0.332451943,-0.137963125,-0.059448511,-0.027438692,0.084811547
9,Amegilla (Zonamegilla) asserta,asserta,HYM35528,-33.5,151.17,22,1,1949,3.107,4.696,2.484,2.237,0.26,0.282,0.609,0.677,2.867,1.574,3.527,3.602,Non-significant,922904.61,0.419457,160.9166667,37.75570229,173,1696,60,60.97274138,612,526,-0.628588591,0.275877292,0.015840629,-0.359925285,0.746836651,0.378003046,0.110027405,-0.049306202,0.006343189,0.036172361,0.096339678
10,Amegilla (Zonamegilla) asserta,asserta,HYM35539,-27.97,153.2,17,11,1955,3.718,4.75,2.547,2.211,0.235,0.289,0.597,0.728,2.829,1.656,3.674,3.672,Non-significant,922904.61,0.441308011,169.0416667,35.66712909,178,2340,19,81.81765813,1176,206,-0.617314719,0.517364995,0.104051342,-0.006447287,0.613000186,0.148859177,0.574527369,-0.310543931,0.050431426,-0.037792349,0.103548101
11,Amegilla (Zonamegilla) asserta,asserta,HYM35553,-34.23,150.98,2,11,1954,3.639,4.694,2.512,2.239,0.241,0.291,0.619,0.696,2.792,1.629,3.744,3.645,Non-significant,922904.61,0.430527594,168,35.60372172,146,1292,24,93.77652309,649,152,-0.651426326,0.324775148,0.051701984,-0.154255759,0.597294079,0.082120759,0.373605873,-0.253383611,-0.038331764,-0.089506853,0.083435526
12,Amegilla (Zonamegilla) asserta,asserta,HYM35621,-26.8,153.13,25,1,1956,3.326,4.644,2.492,2.264,0.232,0.296,0.597,0.564,2.792,1.526,3.565,3.495,Non-significant,922904.61,0.376172278,200.8333333,39.42468206,189,2324,17,82.29347661,1197,261,-0.343303537,-0.638631417,-0.187433191,-0.502608401,0.361571514,0.164144648,0.372025585,-0.081854587,0.010167456,-0.052673795,0.09247612
13,Amegilla (Zonamegilla) asserta,asserta,HYM35682,-33.5,151.17,12,12,1948,3.42,4.585,2.398,2.118,0.231,0.285,0.576,0.71,2.77,1.594,3.509,3.47,Non-significant,922904.61,0.400168989,160.5833333,37.01398009,191,1134,16,67.10495257,450,247,-0.16642451,0.394972476,0.023247925,-0.0397097,0.666804426,0.181507099,0.550509542,-0.204288829,-0.01575349,-0.048142899,0.146763768
14,Amegilla (Zonamegilla) asserta,asserta,HYM35693,-37.82,145.15,22,12,1948,3.299,4.655,2.523,2.275,0.248,0.298,0.646,0.638,2.71,1.571,3.668,3.647,Non-significant,922904.61,0.407141232,130.8333333,34.45306792,179,792,14,55.96849085,308,146,-0.663793303,-0.024001263,-0.122030276,-0.449365039,0.53594763,0.016072891,0.12241739,-0.219386197,-0.053629952,-0.021032564,0.055731237
15,Amegilla (Zonamegilla) asserta,asserta,HYM35694,-27.97,153.2,28,2,1949,3.222,4.416,2.304,2.179,0.248,0.288,0.524,0.641,2.649,1.547,3.399,3.349,Non-significant,922904.61,0.352745949,162,37.52887777,187,2156,22,87.0099825,1142,279,0.059422236,-0.086978716,-0.173529906,-0.197373875,0.747462095,0.582702522,0.192583138,-0.217530055,-0.158043601,-0.040928997,0.061173901
16,Amegilla (Zonamegilla) asserta,asserta,HYM35703,-26.85,151.57,4,12,1948,3.479,4.775,2.484,2.221,0.246,0.266,0.622,0.633,2.851,1.657,3.709,3.652,Non-significant,922904.61,0.423019975,148.0833333,44.18419464,249,849,1,67.4342814,301,167,-0.654035111,-0.110113167,0.287516403,-0.440843754,0.648752257,0.185122359,0.30219797,-0.144169906,-0.07107997,-0.039107127,0.140169982
17,Amegilla (Zonamegilla) asserta,asserta,HYM35718,-27.97,153.2,31,3,1950,3.356,4.621,2.549,2.257,0.246,0.291,0.637,0.607,2.745,1.596,3.597,3.594,Non-significant,922904.61,0.398312945,165.25,29.78918987,160,2895,46,72.79263821,1236,881,-0.603561369,-0.256913505,-0.07540791,-0.571765172,0.570291139,0.075184536,0.203159546,-0.197496982,-0.007094455,-0.018669252,0.018995846
18,Amegilla (Zonamegilla) asserta,asserta,HYM35916,-26.85,151.57,17,1,1955,3.552,4.745,2.477,2.322,0.26,0.297,0.587,0.695,2.82,1.651,3.791,3.816,Non-significant,922904.61,0.436877844,154.0416667,42.51345784,234,1229,13,62.01570014,466,98,-0.871272116,0.295682115,0.029877642,-0.030387318,0.714658259,0.404186409,0.119454102,-0.266127581,-0.141319501,0.008575362,0.044834048
19,Amegilla (Zonamegilla) asserta,asserta,HYM35920,-27.97,153.2,7,3,1953,3.37,4.527,2.392,2.189,0.231,0.294,0.582,0.691,2.677,1.522,3.658,3.515,Non-significant,922904.61,0.386048368,165.625,35.66401373,204,1978,4,112.8593993,1396,135,-0.172651273,0.262308159,-0.08833421,-0.024069315,0.461166555,0.109757093,0.36523691,-0.237198716,-0.073048112,-0.10890135,0.106849106
20,Amegilla (Zonamegilla) asserta,asserta,K.290900,-31.91667,149.31667,9,1,2007,3.391,4.498,2.484,2.166,0.27,0.294,0.549,0.514,2.705,1.583,3.61,3.659,Non-significant,922904.61,0.363030427,170.6363636,53.82255818,268,619,1,58.0860302,241,154,-0.476356935,-1.022914932,-0.131116529,-0.530861347,0.812849146,0.607517624,-0.267066131,-0.218406812,0.016245276,0.029468896,-0.039309029
21,Amegilla (Zonamegilla) asserta,asserta,K.290911,-33.33333,148.98333,10,11,2002,3.705,4.61,2.44,2.245,0.243,0.269,0.619,0.569,2.777,1.596,3.613,3.604,Non-significant,922904.61,0.380853605,119.4583333,53.21710969,276,679,2,85.31958166,338,82,-0.436219627,-0.558437801,0.147939049,-0.625311865,0.533767839,0.163315802,0.203925003,-0.093416271,-0.120388978,0.00266839,0.059689546
22,Amegilla (Zonamegilla) asserta,asserta,K.290932,-30.795,152.45861,11,4,2007,3.551,4.57,2.503,2.174,0.21,0.249,0.564,0.685,2.713,1.621,3.564,3.574,Non-significant,922904.61,0.382942665,182.0454545,37.35240928,201,1094,16,57.86307632,332,150,-0.026498915,0.17857483,0.417076055,-0.144156109,0.330291585,0.130280133,0.838308655,-0.380180472,0.05154046,-0.032695025,0.057046705
23,Amegilla (Zonamegilla) asserta,asserta,K.290933,-30.795,152.45861,11,4,2007,3.369,4.65,2.616,2.218,0.235,0.252,0.642,0.634,2.819,1.602,3.614,3.653,Non-significant,922904.61,0.406154123,182.0454545,37.35240928,201,1094,16,57.86307632,332,150,-0.528644541,-0.04720039,0.364431287,-0.604063695,0.438432899,0.032996851,0.407361149,-0.166635464,0.130366317,-0.008253674,0.02069594
24,Amegilla (Zonamegilla) asserta,asserta,K.290936,-34.59167,150.60833,18,12,2006,3.282,4.454,2.324,2.176,0.23,0.267,0.53,0.582,2.719,1.492,3.592,3.618,Non-significant,922904.61,0.33640093,129.4166667,42.18156851,194,1031,10,64.89432801,382,379,0.078475341,-0.586401246,0.141032981,-0.192221876,0.352946962,0.389824863,0.273203452,-0.112006802,-0.083452214,0.028179477,0.063733087
25,Amegilla (Zonamegilla) asserta,asserta,K.290947,-33.7494,151.0878,19,4,2007,3.452,4.543,2.523,2.173,0.25,0.265,0.623,0.643,2.735,1.548,3.525,3.59,Non-significant,922904.61,0.39151249,176.5454545,36.65282734,181,1221,31,75.02246769,436,374,-0.39530148,0.046389551,0.152413625,-0.53944742,0.611855263,0.185539855,0.102276642,-0.150403503,0.076140314,0.020972027,0.027610833
26,Amegilla (Zonamegilla) asserta,asserta,K.290951,-30.78,151.23694,15,4,2007,3.393,4.661,2.56,2.194,0.211,0.248,0.571,0.585,2.75,1.54,3.55,3.522,Non-significant,922904.61,0.368424567,144.1363636,46.28915586,247,686,9,59.92924184,232,108,-0.02976949,-0.516998273,0.32498518,-0.489432631,0.14761583,0.165121227,0.700735957,-0.230681098,0.163592528,-0.044104024,0.114681001
27,Amegilla (Zonamegilla) asserta,asserta,K.290985,-32.8392,148.415,20,1,2001,3.717,4.612,2.62,2.227,0.241,0.272,0.566,0.61,2.833,1.615,3.431,3.552,Non-significant,922904.61,0.394042476,156.9166667,58.31017397,290,537,13,40.62012464,190,134,-0.400769687,-0.293780607,0.0839081,-0.486340704,0.581642475,0.454025947,0.448502019,-0.223827117,0.185609246,0.030910986,-0.027435846
28,Amegilla (Zonamegilla) asserta,asserta,K.290987,-33.6758,150.7536,20,1,2001,3.469,4.666,2.667,2.21,0.232,0.282,0.6,0.635,2.802,1.639,3.598,3.694,Non-significant,922904.61,0.410300718,177.0416667,42.08149748,210,818,22,53.43152764,379,124,-0.570730985,-0.146302766,0.106338597,-0.350980534,0.488477115,0.136216681,0.534970663,-0.328898013,0.204371023,0.013880583,-0.013497764
29,Amegilla (Zonamegilla) asserta,asserta,K.290989,-33.64195,150.68472,4,1,2005,3.327,4.515,2.472,2.138,0.196,0.272,0.64,0.602,2.818,1.627,3.568,3.539,Non-significant,922904.61,0.367195407,180.8333333,40.41108209,221,816,5,62.10783286,355,136,-0.118521178,-0.425496072,0.207523559,-0.417983795,0.277285041,-0.397520866,0.976212757,-0.128787831,0.004502807,-0.040915243,0.051413341
30,Amegilla (Zonamegilla) asserta,asserta,K.316343,-33.533531,150.300394,9,1,1981,3.71,4.803,2.732,2.391,0.233,0.29,0.668,0.674,2.891,1.611,3.799,3.768,Non-significant,922904.61,0.450118779,119.5,48.07546152,233,1156,16,55.14602581,416,184,-1.002115919,0.220142543,0.069184061,-0.399150699,0.272687734,-0.100445841,0.515964662,-0.212905964,0.131882486,-0.069975601,-0.01631474
31,Amegilla (Zonamegilla) asserta,asserta,K.316346,-31.8233,149.122214,14,4,1968,3.243,4.584,2.404,2.219,0.213,0.271,0.589,0.642,2.781,1.605,3.487,3.425,Non-significant,922904.61,0.374053542,168.9583333,60.19221237,266,625,12,93.27484343,284,112,-0.063784871,-0.102422146,0.119692863,-0.309942217,0.396385696,0.059946327,0.80375935,-0.164971291,-0.100081213,-0.055691813,0.110195848
32,Amegilla (Zonamegilla) asserta,asserta,K.316352,-33.7619,151.1281,16,11,1968,3.135,4.46,2.426,2.147,0.232,0.26,0.539,0.671,2.705,1.602,3.375,3.396,Non-significant,922904.61,0.366052852,172.4166667,41.42907259,183,726,10,88.73218059,321,110,0.066692812,0.130326412,0.173319325,-0.244355952,0.643996776,0.442016652,0.546036858,-0.285321852,0.002956111,-0.023086796,0.03505557
33,Amegilla (Zonamegilla) asserta,asserta,K.316353,-34.08,151.08,2,3,1965,3.567,4.695,2.643,2.178,0.232,0.278,0.596,0.596,2.846,1.644,3.795,3.715,Non-significant,922904.61,0.412815327,166.7083333,32.9377306,166,809,13,74.44396038,318,226,-0.619779313,-0.479669674,0.213764737,-0.34006905,0.462863537,0.121301803,0.466541158,-0.270243741,0.185125693,-0.093149345,0.025393134
34,Amegilla (Zonamegilla) asserta,asserta,K.316355,-33.533531,150.300394,30,11,1980,3.691,4.596,2.631,2.186,0.239,0.284,0.632,0.557,2.649,1.571,3.597,3.633,Non-significant,922904.61,0.382388786,125.5,45.27186396,220,686,7,69.59684256,266,123,-0.473082234,-0.64084705,-0.021890125,-0.700380447,0.444696071,-0.002454489,0.183875657,-0.316556972,0.147001254,0.001855057,0.007811577
35,Amegilla (Zonamegilla) asserta,asserta,K.316356,-34.085725,151.019842,3,1,1947,3.834,4.628,2.606,2.263,0.219,0.29,0.548,0.59,2.704,1.484,3.587,3.515,Non-significant,922904.61,0.373850884,163.2083333,35.1594335,171,1192,28,73.92717128,555,139,-0.148825758,-0.509506077,-0.136484442,-0.297490753,0.122761412,0.276866896,0.543138185,-0.299818523,0.205653429,-0.086462686,0.0536114
36,Amegilla (Zonamegilla) asserta,asserta,K.316358,-34.08,151.08,18,11,1951,3.459,4.634,2.616,2.301,0.255,0.27,0.59,0.595,2.783,1.519,3.684,3.558,Non-significant,922904.61,0.398403286,166.125,34.6049882,154,1363,18,88.16018479,571,468,-0.553896306,-0.33060349,0.073221667,-0.585735603,0.439299586,0.455617001,0.024170206,-0.151838489,0.128464,-0.118417005,-0.002144211
37,Amegilla (Zonamegilla) asserta,asserta,K.316359,-33.533531,150.300394,23,11,1946,3.605,4.576,2.608,2.238,0.203,0.261,0.6,0.539,2.887,1.485,3.664,3.632,Non-significant,922904.61,0.36045804,119.0416667,51.15110716,258,766,7,70.36708667,347,100,-0.175570756,-0.872865438,0.234403139,-0.525959831,-0.068438866,-0.054967905,0.726183141,-0.014398141,0.235919119,-0.054102243,0.005124857
38,Amegilla (Zonamegilla) asserta,asserta,K.316361,-34.085725,151.019842,3,3,1980,3.229,4.354,2.559,2.199,0.211,0.27,0.612,0.579,2.75,1.62,3.547,3.666,Non-significant,922904.61,0.346956655,172.1666667,36.36523829,170,802,9,71.17720268,340,118,-0.187831393,-0.57778118,0.193022386,-0.475636267,0.304791154,-0.137874346,0.702046855,-0.248293494,0.066506982,0.035774026,-0.160658911
39,Amegilla (Zonamegilla) asserta,asserta,K.316363,-33.498214,150.522244,16,3,1968,3.436,4.529,2.571,2.195,0.234,0.295,0.604,0.624,2.681,1.505,3.496,3.515,Non-significant,922904.61,0.378581721,136.25,48.26122495,228,1010,14,104.6106785,505,103,-0.270622032,-0.160446426,-0.19188848,-0.421862628,0.412892777,0.091425709,0.312276706,-0.239652806,0.156863746,-0.022136939,0.020994451
40,Amegilla (Zonamegilla) asserta,asserta,K.316365,-17.738,145.501,13,8,1986,3.385,4.258,2.364,2.079,0.207,0.26,0.504,0.49,2.585,1.333,3.569,3.599,Non-significant,922904.61,0.273317777,209.0416667,23.69815247,139,1293,24,73.86158363,660,165,0.598799734,-1.305620934,0.102919721,-0.29673302,-0.080080978,0.237476414,0.287461227,-0.122274211,0.140461228,0.02636154,0.021453831
41,Amegilla (Zonamegilla) asserta,asserta,K.316366,-33.54371,150.42116,31,1,1983,3.735,4.706,2.57,2.223,0.286,0.298,0.554,0.555,2.851,1.612,3.651,3.626,Non-significant,922904.61,0.416550704,117.2083333,48.35952954,235,1425,34,56.14391623,599,156,-0.842680434,-0.680193887,-0.150667869,-0.522691283,0.959315987,0.814440788,-0.321803949,-0.144250471,0.093045794,-0.034305668,0.022726604
42,Amegilla (Zonamegilla) asserta,asserta,K.316367,-33.54371,150.42116,19,3,1981,3.322,4.515,2.524,2.088,0.236,0.288,0.594,0.457,2.73,1.573,3.507,3.557,Non-significant,922904.61,0.342905939,116.9166667,47.0353738,228,1529,19,59.97998836,584,209,-0.234463243,-1.454641621,-0.092643696,-0.784647798,0.541344556,0.117877016,0.203291871,-0.140378369,0.128576796,0.030857888,0.028699591
43,Amegilla (Zonamegilla) asserta,asserta,K.316369,-33.6152,150.2679,4,1,1983,3.447,4.654,2.614,2.244,0.209,0.27,0.558,0.642,2.887,1.345,3.542,3.562,Non-significant,922904.61,0.377893302,111.0833333,49.23025549,240,1245,35,53.23016158,499,153,-0.034480805,-0.084647191,0.040456472,-0.186368494,-0.13826856,0.222412645,0.654479492,0.0210851,0.395415518,-0.032436112,0.110607771
44,Amegilla (Zonamegilla) asserta,asserta,K.316386,-32.2485,151.4846,21,10,1947,3.418,4.626,2.443,2.219,0.254,0.26,0.579,0.517,2.886,1.633,3.739,3.731,Non-significant,922904.61,0.378473941,154.4166667,42.32357171,225,1057,20,76.3694107,544,84,-0.559895304,-1.011417599,0.320193568,-0.587432893,0.637276282,0.441819342,0.053390738,-0.030422793,-0.086744525,0.00604528,0.02273643
45,Amegilla (Zonamegilla) asserta,asserta,K.316394,-33.8558,151.1033,26,11,1968,3.771,4.609,2.479,2.16,0.228,0.256,0.555,0.533,2.857,1.65,3.558,3.584,Non-significant,922904.61,0.368287988,176.2916667,41.3740349,183,672,8,92.72279755,309,94,-0.212864242,-0.950645415,0.321763761,-0.518963368,0.517744403,0.352241536,0.549077098,-0.141781904,0.030367483,0.005408716,0.050088362
46,Amegilla (Zonamegilla) asserta,asserta,K.316395,-33.8558,151.1033,7,12,1968,3.839,4.614,2.515,2.271,0.233,0.277,0.669,0.675,2.835,1.603,3.671,3.584,Non-significant,922904.61,0.418077157,176.2916667,41.3740349,183,672,8,92.72279755,309,94,-0.600841588,0.254633871,0.133136402,-0.444769414,0.47495354,-0.153924363,0.455745138,-0.090571899,-0.058625589,-0.081987196,0.03440773
47,Amegilla (Asaropoda) bombiformis,bombiformis,K.105236,-33.912,151.16,4,1,1930,4.731,5.488,2.902,2.721,0.267,0.315,0.782,0.693,3.113,1.765,4.668,4.707,Non-significant,327565.59,0.589511942,178.3333333,33.06139071,160,980,8,71.53707661,420,345,-2.770779137,0.330585348,0.340587528,-0.19838673,0.161754596,-0.361218487,-0.010383049,-0.264553785,-0.101499826,0.03880101,0.050486582
48,Amegilla (Asaropoda) bombiformis,bombiformis,K.470132,-28.7596,153.4084,23,3,1930,4.385,5.618,3.063,2.876,0.276,0.297,0.816,0.772,3.228,1.966,5.016,4.974,Non-significant,327565.59,0.65341754,193.125,27.65194764,132,1623,30,63.95515431,716,446,-3.470517244,0.896265479,0.788728605,-0.074244054,0.268663136,-0.372363637,0.107264199,-0.462652442,-0.179705539,-0.050701065,-0.106053826
49,Amegilla (Asaropoda) bombiformis,bombiformis,K.470133,-28.7596,153.4084,22,11,1930,4.437,5.424,2.953,2.811,0.271,0.342,0.765,0.752,3.136,1.65,4.792,4.923,Non-significant,327565.59,0.59424461,193.125,27.65194764,132,1623,30,63.95515431,716,446,-2.930203918,0.733911092,0.105250431,0.207786439,-0.046472346,-0.309856161,-0.174221056,-0.243191728,-0.004978375,0.083921955,-0.057267043
50,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35865,-31.45,152.92,16,1,1933,4.224,5.3,2.884,2.79,0.302,0.297,0.826,0.699,3.145,1.781,4.597,4.432,Non-significant,327565.59,0.59025614,185.5,32.17465359,152,1907,27,68.13633313,698,644,-2.92891121,0.587856362,0.368877467,-0.669418352,0.537420757,-0.149459944,-0.469645052,-0.075723561,-0.235939075,-0.11517233,-0.088004436
51,Amegilla (Asaropoda) bombiformis,bombiformis,K.105241,-33.91714,151.25222,11,3,1933,4.536,5.618,2.999,2.92,0.259,0.301,0.893,0.565,3.235,1.816,4.986,4.94,Non-significant,327565.59,0.593793317,173.7083333,32.82241252,166,1215,10,55.049521,449,199,-3.327949895,-0.545308828,0.590271635,-0.784529295,-0.200134039,-0.852254335,-0.021748768,-0.0854783,-0.250905318,0.010925735,-0.032249655
52,Amegilla (Asaropoda) bombiformis,bombiformis,K.105235,-33.6042,151.3253,15,3,1934,4.413,5.518,3.084,2.902,0.305,0.318,0.769,0.677,3.283,1.805,4.958,4.978,Non-significant,327565.59,0.624944094,171.2083333,31.77620856,152,1489,66,34.58631819,463,383,-3.500641121,0.236552165,0.412121404,-0.216921097,0.289779414,0.095753906,-0.509232622,-0.223072777,-0.027055225,-0.005369928,-0.187274231
53,Amegilla (Asaropoda) bombiformis,bombiformis,K.105240,-33.88,151.17,18,1,1934,4.316,5.515,2.951,2.818,0.246,0.335,0.77,0.618,3.118,1.829,4.819,4.867,Non-significant,327565.59,0.571360492,172.75,31.67247754,151,1384,60,33.38508529,413,379,-2.882524592,-0.361496851,0.248476499,-0.127692548,-0.102160012,-0.52255266,0.29340523,-0.393304841,-0.161502466,0.047913901,-0.03632932
54,Amegilla (Asaropoda) bombiformis,bombiformis,K.470117,-26.85,151.5667,12,2,1940,4.335,5.599,3.044,2.795,0.289,0.302,0.758,0.525,3.088,1.931,4.871,4.815,Non-significant,327565.59,0.584825466,154.125,43.7888518,270,972,3,85.31357284,519,49,-3.181443502,-0.942990112,0.533819517,-0.687620191,0.332580262,-0.008528638,-0.309487105,-0.47719069,-0.138637781,-0.020518531,-0.062119326
55,Amegilla (Asaropoda) bombiformis,bombiformis,K.105248,-33.8147,151.16974,18,2,1944,4.707,5.617,3.04,2.929,0.274,0.315,0.877,0.656,3.254,1.884,4.676,4.793,Non-significant,327565.59,0.620811303,173.9583333,40.60041991,179,710,18,48.46537269,249,245,-3.397246824,0.179312732,0.375194494,-0.703397093,0.17977926,-0.58762778,0.054864044,-0.171705268,-0.207600178,0.086392628,-0.072985345
56,Amegilla (Asaropoda) bombiformis,bombiformis,K.470116,-33.8147,151.16974,13,4,1944,4.477,5.546,3.201,2.886,0.286,0.32,0.8,0.616,3.324,1.86,4.984,5.004,Non-significant,327565.59,0.622372545,173.9583333,40.60041991,179,710,18,48.46537269,249,245,-3.573136085,-0.250994057,0.446435566,-0.414157429,0.142193908,-0.209730901,-0.202694946,-0.257340449,0.083720585,-0.019106437,-0.22856182
57,Amegilla (Asaropoda) bombiformis,bombiformis,K.105237,-33.8889,151.1249,4,3,1947,4.303,5.334,2.904,2.718,0.245,0.261,0.808,0.629,3.229,1.684,4.64,4.665,Non-significant,327565.59,0.544561833,174.1666667,34.7744718,168,976,22,67.13998467,434,110,-2.438145001,-0.07929762,0.815581008,-0.573555957,-0.217256794,-0.541799744,0.189030847,0.035013138,-0.022797796,0.024630187,-0.021981014
58,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35735,-27.46245,153.01937,10,11,1953,4.357,5.608,2.974,2.9,0.269,0.321,0.821,0.756,3.32,2.008,4.869,4.878,Non-significant,327565.59,0.646536981,196.7916667,37.41905616,220,1226,2,107.7672788,827,93,-3.453055838,0.74587555,0.530485982,-0.060747106,0.36663827,-0.44754291,0.340205819,-0.332439021,-0.307815774,-0.005503866,-0.094886601
59,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35738,-27.46245,153.01937,10,11,1953,4.447,5.74,3.025,2.92,0.308,0.328,0.799,0.713,3.374,1.98,4.991,5.047,Non-significant,327565.59,0.669601376,196.7916667,37.41905616,220,1226,2,107.7672788,827,93,-3.862751701,0.464489894,0.468192125,-0.135041522,0.584019117,-0.011036527,-0.305150901,-0.267159568,-0.235596017,0.040838993,-0.082588161
60,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35896,-27.46245,153.01937,10,11,1953,4.074,5.492,2.947,2.819,0.285,0.331,0.795,0.649,3.219,1.805,4.801,4.799,Non-significant,327565.59,0.597371306,196.7916667,37.41905616,220,1226,2,107.7672788,827,93,-3.181794421,0.015829723,0.22594581,-0.303294041,0.275108336,-0.25278251,-0.247678874,-0.171963912,-0.156047218,0.009440885,-0.061545609
61,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35741,-27.37,153.02,27,3,1954,4.364,5.854,3.049,2.857,0.291,0.365,0.838,0.705,3.488,1.942,5.257,5.165,Non-significant,327565.59,0.692910101,198.5,34.53500639,170,1779,50,88.96480503,845,379,-4.082505605,0.304373823,0.254297602,0.124728926,0.394121695,-0.476700046,-0.148769135,-0.142689372,-0.138016983,-0.049543308,0.019564991
62,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35742,-27.37,153.02,1,4,1954,4.401,5.854,3.1,2.973,0.282,0.316,0.856,0.891,3.512,1.922,5.1,5.099,Non-significant,327565.59,0.722689655,198.5,34.53500639,170,1779,50,88.96480503,845,379,-3.958216902,1.808379041,0.694304479,0.248999191,0.239906482,-0.435757568,0.188448068,-0.170749158,-0.113212151,-0.030262017,-0.016940993
63,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35743,-27.37,153.02,1,4,1954,4.327,5.898,3.046,3.042,0.295,0.344,0.808,0.556,3.371,1.989,5.043,5.026,Non-significant,327565.59,0.645458798,198.5,34.53500639,170,1779,50,88.96480503,845,379,-3.942057933,-0.732707074,0.260518794,-0.511540701,0.296985263,-0.114554202,-0.195019299,-0.24147842,-0.332806945,0.027065276,-0.03141497
64,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35744,-27.37,153.02,1,4,1954,4.358,5.617,3.012,2.904,0.281,0.32,0.814,0.792,3.308,1.805,5.017,4.925,Non-significant,327565.59,0.654198358,198.5,34.53500639,170,1779,50,88.96480503,845,379,-3.44567259,1.074818404,0.472366803,0.079069672,0.135896311,-0.330798853,-0.080588591,-0.199845331,-0.125087582,-0.075442913,-0.044036528
