sample_id,scientificName,species,catalogNumber,verbatimLatitude,verbatimLongitude,Day,Month,year,ITD,Head_width,Eye_top,Eye_bottom,Rear_Ocelli_size,Front_Ocelli_Size,Ocelli_distance,Head_Length,Eye_Length,Eye_width,L_Wing_length,R_Wing_length,significance_corrected,Area,Body_Shape_checked,Bio1,Bio4,Bio7,Bio12,Bio14,Bio15,Bio16,Bio19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
290,Hylaeus (Euprosopis) elegans,elegans,K.224488,-28.7394,151.8783,25,4,2005,1.989,2.421,1.327,1.355,0.144,0.158,0.243,0.486,1.596,0.721,2.119,2.016,Non-significant,1706426,-0.12328165,163.5,44.25070621,240,557,4,66.31483643,229,140,5.180892224,-1.246490837,0.019023023,-0.238599528,-0.225810605,0.666178866,0.340914907,0.014201308,-0.162053575,-0.035053323,0.018239829
291,Hylaeus (Euprosopis) elegans,elegans,K.224489,-28.7394,151.8783,25,4,2005,1.856,2.278,1.265,1.187,0.137,0.161,0.268,0.515,1.503,0.742,2.052,2.162,Non-significant,1706426,-0.139301362,163.5,44.25070621,240,557,4,66.31483643,229,140,5.327556429,-1.061448533,0.072439513,-0.09780811,-0.101449008,0.33189434,0.355459956,-0.065407139,-0.152919995,0.116013804,0.002567526
292,Hylaeus (Euprosopis) elegans,elegans,K.273380,-27.02945,146.02583,29,8,2009,1.654,2.193,1.201,1.1,0.135,0.153,0.225,0.473,1.469,0.705,1.965,1.971,Non-significant,1706426,-0.169312843,223.0833333,59.00770901,283,351,1,90.68467166,194,56,5.68611922,-1.393816087,0.057786951,-0.152500636,-0.063962282,0.509952792,0.341600155,-0.02783376,-0.121645177,0.048266536,0.045682504
293,Hylaeus (Euprosopis) elegans,elegans,K.516608,-33.07837,150.70844,8,11,2009,1.96,2.394,1.213,1.272,0.182,0.179,0.256,0.52,1.68,0.948,2.005,2.125,Non-significant,1706426,-0.091566465,164.25,44.0962489,227,791,9,68.95429502,340,103,4.729303502,-0.997325538,-0.050780954,-0.176392984,0.634206241,0.850724444,0.060423544,-0.003345676,-0.397237374,0.127609713,-0.044639702
294,Megachile (Eutricharaea) ignescens,ignescens,HYM36482,-27.461779,153.019069,17,11,1955,3.122,4.025,2.13,2.132,0.218,0.251,0.587,0.877,2.622,1.134,3.266,3.26,Significant,185186.44,0.320438239,199.875,37.30735238,196,1470,11,88.35160872,750,125,0.855756394,1.849373863,0.013728926,0.241550812,0.091340631,0.029614481,0.260086015,0.240915014,-0.042580776,-0.025795991,0.083663751
295,Megachile (Eutricharaea) ignescens,ignescens,HYM36483,-27.461779,153.019069,17,11,1955,3.441,4.364,2.563,2.288,0.242,0.249,0.559,0.559,2.862,1.189,3.545,3.525,Significant,185186.44,0.330743418,199.875,37.30735238,196,1470,11,88.35160872,750,125,0.046562404,-0.535078077,0.058336601,-0.606343268,-0.114441117,0.540115464,-0.135393666,0.303735234,0.369082097,-0.049296943,-0.059214795
296,Megachile (Eutricharaea) ignescens,ignescens,HYM36504,-27.461779,153.019069,13,3,1954,3.15,4.337,2.178,2.253,0.237,0.271,0.563,0.933,2.9,1.282,3.624,3.643,Significant,185186.44,0.398323625,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,0.04855748,2.12491671,0.126131635,0.738265823,0.297021826,0.311772499,0.246333605,0.250707126,-0.113455314,-0.007909181,0.088145165
297,Megachile (Eutricharaea) ignescens,ignescens,HYM36507,-27.461779,153.019069,7,3,1954,2.701,3.933,2.123,1.988,0.199,0.252,0.588,0.718,2.486,1.265,3.154,3.078,Significant,185186.44,0.268377192,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,1.157571913,0.599742724,-0.020045757,-0.201339849,0.195269544,-0.210984797,0.520871001,0.058275341,-0.081104136,-0.061750905,0.078700073
298,Megachile (Eutricharaea) ignescens,ignescens,HYM36511,-27.461779,153.019069,7,3,1954,2.791,4.081,2.153,2.135,0.249,0.279,0.591,0.511,2.532,1.121,3.165,3.141,Significant,185186.44,0.251369468,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,0.707806797,-0.78611999,-0.504155142,-0.867501681,0.24309277,0.274161178,-0.498215474,0.376081816,-0.084602954,0.028969467,0.095353293
299,Megachile (Eutricharaea) ignescens,ignescens,HYM36515,-27.461779,153.019069,21,3,1954,3.275,4.364,2.304,2.289,0.259,0.291,0.59,0.904,2.923,1.273,3.504,3.493,Significant,185186.44,0.415738451,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,-0.216857503,2.025277248,-0.197328156,0.399773234,0.495950957,0.427853467,-0.01945411,0.301930337,0.007426949,-0.048220412,0.042818861
300,Megachile (Eutricharaea) ignescens,ignescens,HYM36520,-27.461779,153.019069,20,3,1954,3.381,4.281,2.171,2.397,0.241,0.258,0.587,0.883,2.642,1.325,3.525,3.375,Significant,185186.44,0.373905705,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,0.177915484,1.884248507,0.070606984,0.216394494,0.277537098,0.329488906,0.150597382,0.019446934,-0.36211824,-0.111893018,0.040711098
301,Megachile (Eutricharaea) ignescens,ignescens,HYM36524,-27.461779,153.019069,20,3,1954,3.088,4.082,2.119,2.057,0.254,0.248,0.519,0.784,2.637,1.231,3.349,3.379,Significant,185186.44,0.320901622,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,0.63732804,1.100442704,0.101345061,0.162199083,0.53697155,0.615316339,-0.24947955,0.162489714,-0.050918292,0.015112116,0.070364011
302,Megachile (Eutricharaea) ignescens,ignescens,HYM36525,-27.461779,153.019069,30,4,1956,3.311,4.349,2.313,2.348,0.247,0.288,0.485,0.827,2.898,1.295,3.564,3.548,Significant,185186.44,0.381519433,194.5833333,40.85127157,203,1657,11,94.88645595,903,169,0.010133417,1.286332728,-0.152895527,0.579529643,0.292206403,0.829809813,0.168754035,0.132090713,0.014974288,-0.056408874,-0.025410047
303,Megachile (Eutricharaea) ignescens,ignescens,HYM36530,-27.461779,153.019069,30,4,1956,3.296,4.389,2.155,2.337,0.248,0.278,0.564,0.816,2.873,1.271,3.721,3.668,Significant,185186.44,0.380955741,194.5833333,40.85127157,203,1657,11,94.88645595,903,169,-0.088343368,1.274969235,0.009879169,0.434461935,0.243063207,0.415970804,-0.052166787,0.301591196,-0.236157436,-0.022573041,0.089275067
304,Megachile (Eutricharaea) ignescens,ignescens,HYM36545,-27.461779,153.019069,3,1,1923,2.578,3.667,2.001,1.829,0.221,0.247,0.487,0.569,2.279,1.044,2.966,2.915,Significant,185186.44,0.177476814,198.4166667,39.96917215,205,710,10,63.68360204,243,164,1.839660752,-0.48145225,-0.263403701,-0.429647809,0.215111457,0.362236283,-0.219161564,0.144942211,0.045732861,-0.01591108,0.09074932
305,Megachile (Eutricharaea) ignescens,ignescens,HYM36546,-21.15,149.18,3,11,1929,2.802,4.084,2.242,2.015,0.226,0.281,0.595,0.667,2.522,1.269,3.347,3.291,Significant,185186.44,0.29887903,225.375,36.77982067,167,1920,1,129.5957933,1340,109,0.6155812,0.218799449,-0.238235895,-0.242985368,0.324633059,-0.073546292,0.053727178,0.034256207,0.022618103,-0.041882832,0.065681013
306,Megachile (Eutricharaea) ignescens,ignescens,HYM36547,-21.15,149.18,3,11,1929,3.099,4.019,2.135,1.97,0.222,0.278,0.583,0.701,2.366,1.114,3.212,3.197,Significant,185186.44,0.274024913,225.375,36.77982067,167,1920,1,129.5957933,1340,109,1.039754939,0.522407607,-0.35459117,-0.161054972,0.161668776,-0.08642908,-0.086075324,0.053994818,0.018688703,0.006470467,0.173594056
307,Megachile (Eutricharaea) ignescens,ignescens,HYM36548,-21.15,149.18,3,11,1929,3.079615385,4.152,2.199,2.157,0.236,0.267,0.561,0.75,2.657,1.216,3.38,3.347,Significant,185186.44,0.322511819,225.375,36.77982067,167,1920,1,129.5957933,1340,109,2.459736669,0.158412815,0.126240984,-0.323140316,0.37982404,-4.74E-05,0.165536271,0.08808798,0.207978385,0.016480326,0.162807323
308,Megachile (Eutricharaea) ignescens,ignescens,HYM36549,-21.15,149.18,3,11,1929,3.066,3.941,2.126,1.892,0.229,0.248,0.555,0.669,2.528,1.178,3.162,3.063,Significant,185186.44,0.269714473,225.375,36.77982067,167,1920,1,129.5957933,1340,109,1.125852197,0.283483096,-0.056141439,-0.317858004,0.398326725,0.186664331,-0.043452102,0.217729516,0.075281291,-0.069193605,0.126761044
309,Megachile (Eutricharaea) ignescens,ignescens,HYM36550,-21.15,149.18,30,2,1928,2.758,3.747,2.118,1.802,0.237,0.266,0.582,0.688,2.445,1.203,2.96,2.92,Significant,185186.44,0.257182618,227.9583333,32.07118276,137,1932,3,114.3706285,1265,47,1.201363288,0.485046743,-0.308028379,-0.423421337,0.698892173,0.056400429,-0.131383175,0.17596604,0.085482835,-0.046705914,0.044756411
310,Megachile (Eutricharaea) ignescens,ignescens,HYM36551,-27.461779,153.019069,3,1,1923,2.867,3.973,2.192,1.93,0.246,0.291,0.524,0.637,2.536,1.228,3.128,3.05,Significant,185186.44,0.279218822,198.4166667,39.96917215,205,710,10,63.68360204,243,164,0.862355116,-0.000410658,-0.496693372,-0.260004183,0.634583728,0.43438498,-0.189018896,0.118407638,0.108583279,-0.067608497,0.063779726
311,Megachile (Eutricharaea) ignescens,ignescens,HYM36554,-27.461779,153.019069,14,1,1923,2.848,4.007,2.182,1.977,0.209,0.252,0.605,0.596,2.59,1.26,3.182,3.108,Significant,185186.44,0.263255333,198.4166667,39.96917215,205,710,10,63.68360204,243,164,0.961514477,-0.273420963,-0.043823227,-0.598212194,0.214783289,-0.169403866,0.306013982,0.237651768,0.002931312,-0.045671359,0.084282282
312,Megachile (Eutricharaea) ignescens,ignescens,HYM36557,-27.461779,153.019069,28,2,1923,3.065,4.12,2.178,2.02,0.221,0.27,0.561,0.653,2.565,1.309,3.128,3.132,Significant,185186.44,0.289067699,198.4166667,39.96917215,205,710,10,63.68360204,243,164,0.836888947,0.104887911,-0.206231189,-0.323386056,0.405475055,0.138443508,0.285972084,0.074097474,-0.037280086,0.003163417,0.11806374
313,Megachile (Eutricharaea) ignescens,ignescens,HYM36558,-27.461779,153.019069,28,2,1923,2.934,3.906,2.177,1.946,0.239,0.278,0.603,0.656,2.397,1.215,3.142,3.111,Significant,185186.44,0.271567573,198.4166667,39.96917215,205,710,10,63.68360204,243,164,0.867864045,0.24296642,-0.370425385,-0.476145704,0.506886147,-0.019215807,-0.235776894,0.064810468,-0.002205145,-0.020777094,0.044391217
314,Megachile (Eutricharaea) ignescens,ignescens,K.224895,-27.4618,153.0191,28,3,2007,3.525,4.505,2.227,2.476,0.232,0.275,0.558,0.689,2.638,1.323,3.654,3.718,Significant,185186.44,0.345074436,204.8636364,35.8171435,207,810,1,50.12815019,273,145,-0.005190156,0.318878424,-0.036549586,0.024000307,-0.075913082,0.360852487,0.094295725,-0.034782702,-0.346892739,0.082374486,0.077606896
315,Megachile (Eutricharaea) ignescens,ignescens,K.224991,-27.4618,153.0191,28,6,2007,3.242,4.318,2.14,2.318,0.264,0.286,0.431,0.798,2.612,1.399,3.494,3.483,Significant,185186.44,0.35444386,204.8636364,35.8171435,207,810,1,50.12815019,273,145,0.225320042,1.039958409,-0.172773179,0.565113976,0.639169273,1.152588927,-0.105433125,-0.214606267,-0.306984726,-0.012549195,0.026805298
316,Megachile (Eutricharaea) ignescens,ignescens,K.224992,-27.4618,153.0191,28,6,2007,3.304,4.416,2.274,2.327,0.254,0.299,0.593,0.767,2.846,1.338,3.569,3.454,Significant,185186.44,0.389212199,204.8636364,35.8171435,207,810,1,50.12815019,273,145,-0.228226593,0.97132826,-0.289522975,0.067971681,0.445627228,0.357255671,-0.022691926,0.226087948,-0.153285608,-0.084819069,0.064660803
317,Megachile (Eutricharaea) ignescens,ignescens,K.224994,-27.4618,153.0191,28,6,2007,3.45,4.345,2.197,2.283,0.233,0.257,0.535,0.742,2.8,1.353,3.5,3.493,Significant,185186.44,0.349323419,204.8636364,35.8171435,207,810,1,50.12815019,273,145,0.245967064,0.703286611,0.138520319,0.124813409,0.258288535,0.487921642,0.268926652,0.146754705,-0.186075599,-0.004431663,0.064561044
318,Megachile (Eutricharaea) ignescens,ignescens,K.363632,-27.4618,153.0191,2,6,2007,3.516,4.41,2.191,2.337,0.249,0.281,0.575,0.828,2.857,1.315,3.712,3.695,Significant,185186.44,0.39229356,204.8636364,35.8171435,207,810,1,50.12815019,273,145,-0.185307328,1.365836905,0.009475432,0.42406564,0.309492697,0.366068102,-0.014983412,0.223095055,-0.231680782,-0.004666655,0.071502784
319,Megachile (Eutricharaea) ignescens,ignescens,K.363634,-27.4618,153.0191,31,5,2007,2.852,4.0707,2.209,2.121,0.216,0.259,0.553,0.683,2.694,1.214,3.442,3.333,Significant,185186.44,0.293712466,204.8636364,35.8171435,207,810,1,50.12815019,273,145,0.710016814,0.288602026,0.001219321,-0.045622457,0.050997838,0.147282629,0.239286858,0.231158431,0.012592149,-0.085576384,0.023353229
320,Megachile (Eutricharaea) ignescens,ignescens,K.363641,-27.4618,153.0191,30,10,2007,3.397,4.198,2.184,2.135,0.236,0.267,0.51,0.815,2.572,1.179,3.351,3.348,Significant,185186.44,0.331013591,204.8636364,35.8171435,207,810,1,50.12815019,273,145,0.694455233,1.291608018,-0.118035257,0.337715208,0.232787129,0.511119378,0.017971674,0.028481309,0.013066696,-0.015121637,0.1324339
321,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5589,-37.62,145.23,22,11,1930,1.548,2.536,1.652,1.308,0.163,0.188,0.481,0.544,1.538,0.661,2.2,2.134,Non-significant,978978.82,-0.052080399,141.7916667,39.66708246,207,943,3,63.49479543,375,208,4.330741719,-0.497187418,-0.267621626,-0.844428309,-0.167286437,-0.36339612,-0.127073563,0.068626796,0.147055028,-0.032920819,0.012508189
322,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5607,-37.83,145.08,25,11,1932,1.762,2.484,1.627,1.291,0.155,0.204,0.451,0.497,1.5565,0.6875,2.067,2.046,Non-significant,978978.82,-0.072184771,135.7083333,34.11344941,187,970,3,64.57689346,410,255,4.482198492,-0.909272404,-0.465936418,-0.846337463,-0.12936499,-0.302675658,0.05880523,0.070635794,0.14310666,-0.004987986,-0.012284293
323,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5608,-37.83,145.08,25,11,1932,1.811,2.562,1.6777,1.337,0.163,0.201,0.487,0.578,1.575,0.714,2.372,2.319,Non-significant,978978.82,-0.02893456,135.7083333,34.11344941,187,970,3,64.57689346,410,255,4.070044094,-0.310651612,-0.251721027,-0.593750011,-0.151134099,-0.45220871,-0.089262267,-0.005746519,0.116177623,-0.029842179,-0.039081669
324,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5609,-37.83,145.08,25,11,1932,1.65,2.432,1.595,1.299,0.165,0.177,0.462,0.509,1.464,0.729,2.219,2.187,Non-significant,978978.82,-0.07420333,135.7083333,34.11344941,187,970,3,64.57689346,410,255,4.413295268,-0.791694479,-0.124789496,-0.886059755,-0.072877934,-0.287641605,-0.176569251,-0.043061495,0.015605027,-0.001010759,-0.06360195
325,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5610,-37.83,145.08,25,11,1932,1.761,2.512,1.591,1.247,0.15,0.205,0.411,0.492,1.513,0.718,2.215,2.13,Non-significant,978978.82,-0.07421048,135.7083333,34.11344941,187,970,3,64.57689346,410,255,4.545761219,-1.057109104,-0.380425361,-0.597010458,-0.147268037,-0.234718639,0.102949497,-0.064603819,0.114566282,-0.040030679,0.024890903
326,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5601,-37.83,145.25,28,10,1945,1.6,2.481,1.504,1.258,0.166,0.185,0.448,0.51,1.489,0.704,2.22,2.189,Non-significant,978978.82,-0.074756508,131.4166667,32.86007794,181,667,19,42.325988,222,222,4.475117537,-0.817657936,-0.195594617,-0.75316078,-0.032182048,-0.25033528,-0.216476151,0.036651385,-0.032222652,0.021516462,0.034259738
327,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5630,-38.32,146.32,8,12,1948,1.799,2.572,1.634,1.289,0.159,0.175,0.428,0.57,1.574,0.713,2.221,2.179,Non-significant,978978.82,-0.045613741,129.9166667,29.81249272,157,836,27,61.41773898,297,166,4.418287803,-0.393538975,-0.068318452,-0.603524379,-0.129190098,-0.134308449,0.046116654,-0.017524161,0.152508885,-0.024572184,0.023653492
328,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5616,-37.05,142.78,4,12,1949,1.634,2.537,1.639,1.338,0.167,0.183,0.502,0.55,1.5265,0.7025,2.305,2.302,Non-significant,978978.82,-0.045796358,123.7083333,38.85145768,216,613,7,73.24348435,224,109,4.155664186,-0.452081783,-0.130881592,-0.829958115,-0.146935824,-0.451459295,-0.216291552,0.029262252,0.051389299,0.020397847,-0.030335382
329,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5617,-37.05,142.78,3,12,1949,1.641,2.413,1.461,1.211,0.138,0.201,0.425,0.484,1.479,0.692,2.242,2.176,Non-significant,978978.82,-0.100324912,123.7083333,38.85145768,216,613,7,73.24348435,224,109,4.746813937,-1.140525163,-0.31393298,-0.533356944,-0.248440252,-0.466086317,0.156187205,0.007440215,-0.021899372,-0.001355821,0.04320579
330,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5621,-37.03,141.28,1,1,1949,1.703,2.552,1.632,1.303,0.176,0.183,0.491,0.503,1.474,0.649,2.186,2.139,Non-significant,978978.82,-0.058526985,125.25,34.01255895,205,605,6,72.87716171,227,116,4.295480951,-0.743255294,-0.267537521,-1.062262775,-0.09058927,-0.297920689,-0.410590894,0.071068272,0.100654354,-0.000181406,0.036556954
331,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5637,-37.43,143.9,23,11,1949,1.646,2.468,1.689,1.315,0.156,0.2,0.49,0.559,1.408,0.697,2.179,2.138,Non-significant,978978.82,-0.057499855,110.2083333,36.03497048,200,835,13,61.61559466,278,165,4.360773698,-0.401966841,-0.37852288,-0.806137551,-0.181615661,-0.522770463,-0.027311782,-0.142699009,0.126235121,-0.027673159,-0.051222395
332,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5551,-33.5,151.17,18,3,1953,1.722,2.524,1.682,1.28,0.166,0.182,0.475,0.589,1.572,0.7,2.243,2.168,Non-significant,978978.82,-0.034140234,165.0833333,37.11852263,190,1033,23,82.34576258,415,131,4.259193065,-0.180720388,-0.143527923,-0.709445147,-0.064163999,-0.31658561,-0.090761185,0.02393598,0.191739101,-0.057107373,-0.018466569
333,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5553,-33.5,151.17,18,3,1953,1.723,2.662,1.766,1.39,0.173,0.227,0.488,0.569,1.474,0.718,2.235,2.322,Non-significant,978978.82,-0.020875939,165.0833333,37.11852263,190,1033,23,82.34576258,415,131,3.913685357,-0.341853548,-0.586708753,-0.691897474,-0.086975435,-0.37004759,-0.206070577,-0.172381458,0.168050942,0.06247059,-0.033491488
334,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5572,-36.13,144.75,2,11,1953,1.704,2.531,1.674,1.306,0.164,0.183,0.501,0.605,1.545,0.73,2.248,2.181,Non-significant,978978.82,-0.028844023,152.5833333,49.5424201,241,403,4,57.98123142,154,142,4.192772778,-0.041229517,-0.13378973,-0.743339185,-0.054698922,-0.456362312,-0.044185715,-0.013590107,0.116261398,-0.047867571,-0.024157527
335,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5577,-35.73,149.92,18,3,1953,1.841,2.682,1.692,1.543,0.166,0.187,0.463,0.585,1.547,0.656,2.373,2.399,Non-significant,978978.82,-0.029893479,149.4166667,39.41437625,202,786,17,86.4312886,314,128,4.024858891,-0.21701461,-0.18615299,-0.621482752,-0.430111054,-0.176603875,-0.153812654,-0.03549649,0.031214103,0.035344956,-0.041803374
336,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5218,-38.53,143.97,11,2,1955,1.504,2.319,1.451,1.177,0.155,0.186,0.365,0.556,1.454,0.685,2.089,2.041,Non-significant,978978.82,-0.09841037,130.7916667,28.80064983,136,894,35,30.2396028,289,289,4.931539207,-0.580153986,-0.247947638,-0.381147988,0.001244205,0.006756322,0.027638912,-0.058083419,0.042296699,-0.018210889,0.003430049
337,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5219,-37.43,145.02,1,3,1955,2.015,2.795,1.836,1.465,0.172,0.199,0.513,0.517,1.611,0.71,2.52,2.48,Non-significant,978978.82,-0.003844008,127.7083333,40.40495964,202,984,28,38.85425421,318,302,3.644101888,-0.715230616,-0.213332508,-0.873114467,-0.33278239,-0.412569005,-0.268460409,-0.023793489,0.196429958,-0.013727242,-0.027626802
338,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5565,-38.53,143.97,11,2,1955,1.768,2.575,1.701,1.367,0.155,0.179,0.433,0.56,1.586,0.736,2.245,2.223,Non-significant,978978.82,-0.044348049,130.7916667,28.80064983,136,894,35,30.2396028,289,289,4.304904807,-0.47507153,-0.094390464,-0.640660597,-0.224089415,-0.16116586,0.1424216,-0.067649079,0.159422669,-0.023165117,-0.053016313
339,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5571,-36.05,142.68,16,11,1955,1.721,2.504,1.679,1.318,0.164,0.209,0.464,0.547,1.522,0.689,2.289,2.203,Non-significant,978978.82,-0.047036368,151.4583333,48.85670303,245,525,3,63.02788575,186,186,4.222493612,-0.543698482,-0.414758361,-0.654561998,-0.132112746,-0.346406138,-0.128933389,-0.035753558,0.15231539,-0.056655973,-0.049845798
340,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5573,-36.05,142.68,2,1,1955,1.901,2.716,1.814,1.489,0.171,0.196,0.521,0.632,1.636,0.759,2.397,2.345,Non-significant,978978.82,0.014819403,151.4583333,48.85670303,245,525,3,63.02788575,186,186,3.68232031,0.172174338,-0.191141482,-0.699483819,-0.167011043,-0.412477375,-0.044592759,-0.051305952,0.135327849,-0.051304399,-0.076535208
341,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5566,-36.05,142.68,15,11,1956,2.022,2.791,1.858,1.578,0.169,0.196,0.554,0.544,1.615,0.713,2.53,2.493,Non-significant,978978.82,0.003540238,147.5,52.11805509,270,603,2,69.93665869,276,152,3.515371053,-0.450876609,-0.193406706,-0.969215525,-0.444322747,-0.569751446,-0.204213611,-0.00342376,0.110266496,-0.015043434,-0.082988235
342,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5596,-35.83,138.05,5,1,1970,1.699,2.669,1.664,1.382,0.164,0.202,0.499,0.457,1.566,0.694,2.308,2.271,Non-significant,978978.82,-0.051266206,144.875,23.8965871,107,550,1,58.56552826,230,222,4.067397041,-1.167924805,-0.358490844,-1.014192578,-0.249379802,-0.442114313,-0.195472266,0.089718071,0.060439436,0.016209613,0.032222395
343,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5597,-35.83,138.05,5,1,1970,1.853,2.661,1.799,1.405,0.164,0.194,0.53,0.544,1.541,0.734,2.37,2.394,Non-significant,978978.82,-0.020146929,144.875,23.8965871,107,550,1,58.56552826,230,222,3.853731651,-0.49075753,-0.19499649,-0.91188879,-0.255801965,-0.584502557,-0.124658165,-0.074318391,0.164142644,0.021418005,-0.063247878
344,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5598,-35.83,138.05,5,1,1970,1.914,2.563,1.669,1.418,0.141,0.189,0.455,0.472,1.586,0.726,2.264,2.227,Non-significant,978978.82,-0.070149113,144.875,23.8965871,107,550,1,58.56552826,230,222,4.3429518,-1.146175501,-0.213177532,-0.840328023,-0.429259291,-0.388857979,0.25186438,0.009476519,0.06472072,-0.010185857,-0.061466954
345,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5599,-35.83,138.05,5,1,1970,1.9,2.502,1.65,1.401,0.11,0.18,0.451,0.471,1.582,0.725,2.216,2.217,Non-significant,978978.82,-0.093627677,144.875,23.8965871,107,550,1,58.56552826,230,222,4.643389913,-1.222820261,-0.10105648,-0.752740893,-0.697198997,-0.635954232,0.712383403,-0.013296056,0.074537835,0.010070003,-0.069438962
346,Lasioglossum (Chilalictus) lanarium,lanarium,HYM6296,-35.83,138.05,5,1,1970,1.905,2.668,1.771,1.427,0.19,0.223,0.517,0.568,1.633,0.699,2.379,2.411,Non-significant,978978.82,0.00032339,144.875,23.8965871,107,550,1,58.56552826,230,222,3.59764601,-0.295331246,-0.499003863,-0.755536246,-0.010677827,-0.329404484,-0.475933215,0.068458995,0.161641268,0.027684603,-0.074818638
347,Lasioglossum (Chilalictus) lanarium,lanarium,HYM6297,-35.83,138.05,5,1,1970,1.91,2.599,1.702,1.343,0.16,0.191,0.498,0.574,1.404,0.66,2.284,2.249,Non-significant,978978.82,-0.039595191,144.875,23.8965871,107,550,1,58.56552826,230,222,4.245150193,-0.270044959,-0.259580164,-0.777839216,-0.289461393,-0.508789076,-0.155200424,-0.138497959,0.137567418,-0.008909202,0.025588963
348,Lasioglossum (Chilalictus) lanarium,lanarium,HYM5574,-37.03,146.2,30,11,1971,1.731,2.487,1.561,1.2,0.159,0.193,0.451,0.563,1.556,0.722,2.259,2.232,Non-significant,978978.82,-0.052931667,123.9583333,50.64930829,232,1222,40,40.48004645,410,287,4.408148784,-0.473600929,-0.189262486,-0.521730008,-0.009922086,-0.366876755,-0.032189219,0.019469267,0.095838067,4.81E-07,0.026412025
349,Lasioglossum (Chilalictus) lanarium,lanarium,K.182399,-34.3869,150.3097,10,11,2000,1.939,2.604,1.623,1.462,0.148,0.174,0.511,0.588,1.641,0.649,2.313,2.291,Non-significant,978978.82,-0.038410779,127.7083333,44.52969905,217,901,25,54.53742622,310,164,4.206633959,-0.168288741,-0.050907124,-0.734584444,-0.479599294,-0.546351536,0.1147893,0.18525269,0.013285451,0.006895626,-0.003127495
350,Lasioglossum (Chilalictus) lanarium,lanarium,K.360188,-35.257,138.895,4,10,2004,2.125,2.734,1.728,1.598,0.174,0.181,0.442,0.503,1.623,0.718,2.473,2.49,Non-significant,978978.82,-0.030958601,155.5,32.68600618,176,491,10,64.33585137,239,204,3.83044746,-0.862293317,-0.080185787,-0.776395381,-0.397632257,0.03392863,-0.242557494,-0.018978284,0.003069623,0.035072773,-0.100632122
351,Lasioglossum (Chilalictus) lanarium,lanarium,K.360233,-33.91222,146.12611,8,10,2004,2.019,2.632,1.751,1.554,0.187,0.213,0.463,0.603,1.608,0.633,2.376,2.392,Non-significant,978978.82,-0.011143234,173.2916667,61.95780094,298,291,3,49.1505466,102,102,3.774145879,-0.052284797,-0.466393036,-0.563359774,-0.229915721,-0.025009446,-0.431053679,0.033021576,0.121771188,0.007713105,-0.122156868
352,Lasioglossum (Chilalictus) lanarium,lanarium,K.360234,-33.91222,146.12611,8,10,2004,1.936,2.663,1.731,1.619,0.164,0.21,0.46,0.525,1.641,0.649,2.415,2.43,Non-significant,978978.82,-0.036989599,173.2916667,61.95780094,298,291,3,49.1505466,102,102,3.874704812,-0.70019533,-0.414058127,-0.661379025,-0.521604769,-0.175133411,-0.121720915,0.065496521,0.044315625,0.023799263,-0.124893135
353,Lasioglossum (Chilalictus) lanarium,lanarium,K.360235,-33.91222,146.12611,8,10,2004,2.008,2.721,1.713,1.603,0.186,0.191,0.542,0.599,1.602,0.731,2.428,2.294,Non-significant,978978.82,0.00648084,173.2916667,61.95780094,298,291,3,49.1505466,102,102,3.607018498,0.021003679,-0.224046877,-0.94077291,-0.153739435,-0.324302273,-0.356685953,0.060861618,-0.1020974,-0.072301786,-0.0618248
